train,test
61.38621826171875,135.42360877990723
49.72366600036621,99.33328247070312
40.686651611328124,74.6231803894043
32.264006996154784,27.999759793281555
24.43776741027832,39.209593772888184
17.754721927642823,15.810903549194336
14.663770723342896,13.210110664367676
14.593713569641114,13.883955955505371
15.090963745117188,13.74923038482666
14.304303169250488,12.644823551177979
13.74883680343628,12.37465524673462
13.860739803314209,13.628445625305176
14.04129409790039,12.364515542984009
13.900651168823241,11.931450843811035
13.5812162399292,11.59979248046875
13.470290088653565,10.548345804214478
13.420543479919434,13.344713687896729
13.421784400939941,8.85567831993103
13.299350166320801,8.771042585372925
13.166719436645508,9.619468212127686
13.090173530578614,16.18604850769043
13.083404731750488,9.728782176971436
13.252262115478516,10.379494190216064
12.86712703704834,10.006843090057373
12.843708419799805,9.419161558151245
12.723906707763671,9.443708896636963
12.648557472229005,14.237691402435303
12.577888107299804,9.260100603103638
12.498111820220947,11.767892837524414
12.429182243347167,8.727640867233276
12.379438972473144,13.435718774795532
12.320021629333496,12.107558965682983
12.218722820281982,8.55546259880066
12.11131591796875,7.971834182739258
12.076950454711914,9.848173141479492
12.001498222351074,7.35197377204895
11.924057006835938,7.31791353225708
11.874831485748292,6.252977132797241
11.843165636062622,8.050423383712769
11.734362697601318,6.919460773468018
11.66392250061035,6.39506721496582
11.665503978729248,8.579445600509644
11.537252235412598,5.962460994720459
11.477372074127198,6.061843156814575
11.435615062713623,5.961498260498047
11.356432437896729,6.046191215515137
11.345675277709962,8.394070863723755
11.237020111083984,9.310601472854614
11.216979503631592,6.452616930007935
11.197961139678956,6.73247504234314
11.201601600646972,6.313193321228027
11.08898630142212,5.410179853439331
11.018047618865968,5.812982082366943
11.083524799346923,4.949309468269348
10.97869415283203,6.352713346481323
10.902025699615479,5.106598377227783
10.831425666809082,3.981937885284424
10.898698902130127,5.625619888305664
10.79808750152588,5.544780969619751
10.76596975326538,4.656285524368286
10.695528888702393,5.165217876434326
10.851013469696046,4.206830143928528
10.664557838439942,4.044468283653259
10.560974597930908,2.9776394069194794
10.641760969161988,3.913908362388611
10.603445434570313,4.659053087234497
10.67592487335205,4.161794662475586
10.564341259002685,5.134818911552429
10.484609699249267,3.275319278240204
10.479593753814697,4.069143772125244
10.445279121398926,3.4946826696395874
10.41996078491211,3.355767607688904
10.41166067123413,3.683416247367859
10.365931224822997,3.7932498455047607
10.33487377166748,4.24562394618988
10.34577522277832,3.1190266609191895
10.316237735748292,3.355953335762024
10.3388090133667,3.6735408306121826
10.412043190002441,3.332151412963867
10.29911403656006,3.9323649406433105
10.421977329254151,3.0105819702148438
10.29692039489746,3.910865545272827
10.262637710571289,3.8806134462356567
10.29753065109253,3.5682530403137207
10.353746223449708,2.685234010219574
10.268058681488037,3.4250969886779785
10.340055751800538,3.432549476623535
10.42089319229126,3.212639570236206
10.258262538909912,3.113438606262207
10.35656213760376,3.982342481613159
10.342954444885255,3.025466561317444
10.314340400695801,3.515537977218628
10.278281784057617,3.0969797372817993
10.282798576354981,3.1683491468429565
10.28799819946289,3.046647310256958
10.241254711151123,3.5488479137420654
10.285247898101806,3.2117650508880615
10.327651119232177,3.3288543224334717
10.235615348815918,3.5611804723739624
10.307258605957031,3.5672935247421265
