train,test
0.2940498203039169,0.09999999999999998
0.25106498301029206,0.09999999999999998
0.24284927546977997,0.35
0.24441766142845153,0.19999999999999996
0.23523319363594056,0.25
0.23739334642887117,0.25
0.22494457364082338,0.09999999999999998
0.23054983615875244,0.35
0.25294638276100156,0.09999999999999998
0.25872365236282346,0.44999999999999996
0.29087134897708894,0.050000000000000044
0.32642545104026793,0.35
0.26530046463012696,0.15000000000000002
0.3045493483543396,0.35
0.2066493272781372,0.050000000000000044
0.2227460950613022,0.35
0.23188769072294235,0.050000000000000044
0.22724362313747407,0.35
0.21564379930496216,0.30000000000000004
0.21953017115592957,0.0
0.2012079805135727,0.35
0.19157882034778595,0.09999999999999998
0.2131176620721817,0.35
0.21350292712450028,0.15000000000000002
0.19655357599258422,0.35
0.19141391515731812,0.15000000000000002
0.1953936219215393,0.15000000000000002
0.18201349675655365,0.050000000000000044
0.19214122891426086,0.19999999999999996
0.16974900364875795,0.19999999999999996
0.17968407720327378,0.35
0.21242927759885788,0.0
0.25955199599266054,0.4
0.21906785070896148,0.09999999999999998
0.19905243963003158,0.30000000000000004
0.22883546948432923,0.35
0.1936959832906723,0.09999999999999998
0.20014199763536453,0.4
0.25411465764045715,0.0
0.1850999504327774,0.35
0.22145028710365294,0.15000000000000002
0.1996758446097374,0.35
0.15952058583498002,0.09999999999999998
0.1685242921113968,0.09999999999999998
0.18296464681625366,0.35
0.1728154793381691,0.25
0.1978218674659729,0.35
0.2252711310982704,0.15000000000000002
0.15933900475502014,0.09999999999999998
0.15814296007156373,0.19999999999999996
0.14869755059480666,0.09999999999999998
0.16133483946323396,0.19999999999999996
0.1623060956597328,0.25
0.1905257895588875,0.15000000000000002
0.30895389840006826,0.09999999999999998
0.24409014582633973,0.35
0.22869892939925193,0.0
0.22258047461509706,0.35
0.21860863268375397,0.35
0.2742863342165947,0.0
0.20912815183401107,0.35
0.1794697403907776,0.35
0.14323799461126327,0.35
0.14848026335239412,0.09999999999999998
0.16274666041135788,0.050000000000000044
0.19365018010139465,0.35
0.21907249987125396,0.0
0.13429360836744308,0.35
0.15933511555194854,0.09999999999999998
0.17429695278406143,0.19999999999999996
0.15145230591297149,0.050000000000000044
0.1434815838932991,0.35
0.21482303366065025,0.09999999999999998
0.1838810682296753,0.30000000000000004
0.23274097144603728,0.35
0.21921558380126954,0.050000000000000044
0.18137670308351517,0.35
0.1423648253083229,0.050000000000000044
0.15553184747695922,0.35
0.16326103657484053,0.0
0.13658451586961745,0.35
0.1466979965567589,0.15000000000000002
0.145256707072258,0.35
0.16166372671723367,0.09999999999999998
0.12739303410053254,0.09999999999999998
0.1388113558292389,0.19999999999999996
0.1576351061463356,0.35
0.12269293516874313,0.050000000000000044
0.12834888249635695,0.35
0.1313532218337059,0.050000000000000044
0.1259279102087021,0.25
0.22653592489659785,0.0
0.18821705579757692,0.35
0.14861344695091247,0.09999999999999998
0.1190776288509369,0.30000000000000004
0.1450355127453804,0.09999999999999998
0.18782473504543304,0.35
0.165811625123024,0.25
0.1502161342650652,0.050000000000000044
0.13272222131490707,0.30000000000000004
0.13796012103557587,0.09999999999999998
0.10867143720388413,0.30000000000000004
0.11068491786718368,0.15000000000000002
0.10841018632054329,0.09999999999999998
0.11531182229518891,0.09999999999999998
0.11105348765850068,0.35
0.1463332951068878,0.050000000000000044
0.1428825691342354,0.30000000000000004
0.13839760720729827,0.0
0.2028207279741764,0.35
0.16235461384057998,0.0
0.1831914484500885,0.4
0.20938710868358612,0.0
0.173970927298069,0.35
0.1838642582297325,0.0
0.24428873956203462,0.35
0.16046992242336272,0.050000000000000044
0.1506508007645607,0.19999999999999996
0.12113973498344421,0.0
0.1053595632314682,0.35
0.14176996648311616,0.0
0.11936547458171845,0.15000000000000002
0.09932455867528915,0.09999999999999998
0.11615390628576279,0.25
0.1413242720067501,0.25
0.1849492609500885,0.30000000000000004
0.25457209795713426,0.0
0.18286411911249162,0.35
0.14969746097922326,0.0
0.1020946130156517,0.35
0.1478247620165348,0.0
0.1137982353568077,0.30000000000000004
0.2260803148150444,0.15000000000000002
0.13902825238183142,0.30000000000000004
0.15712693482637405,0.09999999999999998
0.19239109233021737,0.30000000000000004
0.21827879101037978,0.30000000000000004
0.13715220019221305,0.15000000000000002
0.11469648331403733,0.25
0.11777928769588471,0.050000000000000044
0.1054818332195282,0.25
0.11722931563854218,0.09999999999999998
0.11467294581234455,0.30000000000000004
0.11499796956777572,0.19999999999999996
0.10594992116093635,0.050000000000000044
0.09685191065073014,0.30000000000000004
0.1377798393368721,0.050000000000000044
0.13204190507531166,0.35
0.20615755021572113,0.0
0.2058438241481781,0.35
0.310626819729805,0.0
0.222737555205822,0.35
0.17294130176305772,0.0
0.16085508242249488,0.19999999999999996
0.13703820556402208,0.0
0.14883896410465242,0.35
0.1399213161319494,0.050000000000000044
0.08457216396927833,0.35
0.16344573013484479,0.050000000000000044
0.13646705970168113,0.30000000000000004
0.1932726964354515,0.15000000000000002
0.1411343291401863,0.35
0.15565288588404655,0.25
0.10495209991931916,0.19999999999999996
0.08818264305591583,0.0
0.09038539156317711,0.30000000000000004
0.1196930542588234,0.15000000000000002
0.1517144612967968,0.35
0.150859684497118,0.09999999999999998
0.1639275386929512,0.30000000000000004
0.15509828068315984,0.15000000000000002
0.12814738154411315,0.19999999999999996
0.16309583485126494,0.050000000000000044
0.14748868942260743,0.25
0.13375658839941024,0.050000000000000044
0.13296870216727258,0.30000000000000004
0.14732603244483472,0.15000000000000002
0.1347983494400978,0.15000000000000002
0.15854307413101196,0.0
0.15543454885482788,0.35
0.09517993330955506,0.0
0.11612331122159958,0.25
0.08732676431536675,0.15000000000000002
0.09268417283892631,0.15000000000000002
0.09496408998966217,0.25
0.13222280964255334,0.15000000000000002
0.15602836310863494,0.35
0.25777716413140295,0.25
0.24867015182971955,0.15000000000000002
0.34907559007406236,0.050000000000000044
0.20766648948192595,0.15000000000000002
0.2471701055765152,0.35
0.19595368951559067,0.15000000000000002
0.11056613624095916,0.09999999999999998
0.18116686791181563,0.19999999999999996
0.20671818852424623,0.19999999999999996
0.15350528061389923,0.15000000000000002
0.13931675106287003,0.35
0.12655037306249142,0.0
0.14507517963647842,0.25
0.1423816978931427,0.050000000000000044
0.11486844718456268,0.19999999999999996
0.09918415695428848,0.09999999999999998
0.09430199936032295,0.15000000000000002
0.09181293398141861,0.09999999999999998
0.09565426260232926,0.19999999999999996
0.09754008129239082,0.09999999999999998
0.08669843524694443,0.19999999999999996
0.08599993884563446,0.19999999999999996
0.09365585818886757,0.15000000000000002
0.10202406272292137,0.09999999999999998
0.09009504653513431,0.15000000000000002
0.08648161999881268,0.19999999999999996
0.08552711308002472,0.09999999999999998
0.10469772592186928,0.25
0.10383898168802261,0.09999999999999998
0.08236021026968957,0.19999999999999996
0.08680215626955032,0.050000000000000044
0.08109770193696023,0.19999999999999996
0.08411967903375625,0.19999999999999996
0.08664818182587623,0.09999999999999998
0.09131524041295051,0.09999999999999998
0.07715039774775505,0.19999999999999996
0.08950774744153023,0.09999999999999998
0.08655386865139007,0.19999999999999996
0.0975225955247879,0.09999999999999998
0.13836023695766925,0.0
0.14841776862740516,0.35
0.25250848289579153,0.0
0.18240541964769363,0.4
0.3262257218360901,0.0
0.18746568039059638,0.35
0.17043710947036744,0.0
0.19060345366597176,0.30000000000000004
0.17326538637280464,0.19999999999999996
0.07860967591404915,0.050000000000000044
0.07596495449542999,0.30000000000000004
0.09369322694838048,0.0
0.11992924436926841,0.25
0.1813737904652953,0.0
0.11810076013207435,0.35
0.19731688797473906,0.30000000000000004
0.21188523285090924,0.19999999999999996
0.19168735891580582,0.050000000000000044
0.10984774976968766,0.0
0.11697733253240586,0.30000000000000004
0.09673071652650833,0.0
0.1057971715927124,0.25
0.12630529403686525,0.0
0.07813038751482963,0.35
0.12549405843019484,0.30000000000000004
0.132476793974638,0.25
0.09932949095964431,0.050000000000000044
0.10768866688013076,0.25
0.07529536634683609,0.050000000000000044
0.09019356817007065,0.25
0.07781569883227349,0.15000000000000002
0.07065537497401238,0.15000000000000002
0.07410435527563095,0.15000000000000002
0.07801786139607429,0.30000000000000004
0.07779627032577992,0.050000000000000044
0.07641611471772194,0.35
0.11235949397087097,0.050000000000000044
0.07375734448432922,0.19999999999999996
0.08295806273818015,0.050000000000000044
0.11033384799957276,0.35
0.1328137382864952,0.09999999999999998
0.08171272277832031,0.30000000000000004
0.09040567427873611,0.050000000000000044
0.09364536646753549,0.30000000000000004
0.08839553743600845,0.15000000000000002
0.0918470062315464,0.25
0.07733048051595688,0.09999999999999998
0.08100550919771195,0.25
0.07223682664334774,0.050000000000000044
0.07366591058671475,0.19999999999999996
0.07394948601722717,0.15000000000000002
0.07602016404271125,0.35
0.08722473029047251,0.0
0.10758491605520248,0.35
0.11400074996054173,0.050000000000000044
0.10410440489649772,0.15000000000000002
0.07544599995017051,0.050000000000000044
0.06054839640855789,0.25
0.07048757895827293,0.25
0.07175049395300448,0.050000000000000044
0.060167285799980166,0.25
0.06845593750476837,0.15000000000000002
0.06449594199657441,0.19999999999999996
0.07079754173755645,0.15000000000000002
0.0630345493555069,0.25
0.06557433679699898,0.050000000000000044
0.06796044483780861,0.19999999999999996
0.07898921892046928,0.09999999999999998
0.08542007431387902,0.050000000000000044
0.09859255477786064,0.09999999999999998
0.13914162516593934,0.0
0.10948212817311287,0.19999999999999996
0.07577328160405158,0.09999999999999998
0.05741107817739248,0.19999999999999996
0.07753611709922552,0.0
0.14659687727689744,0.19999999999999996
0.11139849461615085,0.09999999999999998
0.08223412856459618,0.25
0.1194237694144249,0.30000000000000004
0.15237701907753945,0.0
0.06875275485217572,0.30000000000000004
0.12525199726223946,0.25
0.09620607681572438,0.0
0.07430983670055866,0.25
0.13515984490513802,0.15000000000000002
0.14971767961978913,0.15000000000000002
0.10640740226954222,0.30000000000000004
0.1529735829681158,0.0
0.13571944795548915,0.19999999999999996
0.08671656996011734,0.0
0.08052366450428963,0.19999999999999996
0.06019103042781353,0.0
